Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_000340_0001,0012_003786_000340_0002,,"The Space Needle - Gatlinburg, Tennessee (GS-499)",Unused postcard,"A modern all steel observation tower served by two elevators with a capacity of 20 persons each and traveling at a speed of 453 feet per minute. The observation deck can hold up to 250 people and offers spectacular views of the Great Smoky Mountains and of the resort city of Gatlinburg. The tower is 342 feet above the ground and 407 feet above the Little Pigeon River. Total weight of the tower is 4,000,000 pounds and construction time was 380 days.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gary Long,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),"Le Conte, Mount (Tenn.)",,Gatlinburg,Mount Le Conte,Little Pigeon River,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000341_0001,0012_003786_000341_0002,,"The Space Needle - Gatlinburg, Tennessee (GS-502)","Handwritten note sent to Mr. and Mrs. Dunk Barkley in Romeo, Michigan on April 2, 1971 for a postage of 6 cents.","A modern all steel observation tower served by two elevators with a capacity of 20 persons each and traveling at a speed of 453 feet per minute. The observation deck can hold up to 250 people and offers spectacular views of the Great Smoky Mountains and of the resort city of Gatlinburg. The tower is 342 feet above the ground and 407 feet above the Little Pigeon River. Total weight of the tower is 4,000,000 pounds and construction time was 380 days. ",1971,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gary Long,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),"Le Conte, Mount (Tenn.)",,Gatlinburg,Mount Le Conte,Little Pigeon River,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000342_0001,0012_003786_000342_0002,,"Gatlinburg, Tenn.",Unused postcard,"Gatlinburg, Tenn., is at the western entrance to Great Smoky Mountain National Park, and the excellent tourist accommodations in this area make it one of the country's leading vacation centers.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Adams Specialty Co.,Creator,Roy Tuley,Photographer,,,Adams Specialty Co.,Nashville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000343_0001,0012_003786_000343_0002,,"Street Scene - Gatlinburg, Tennessee (GS-8)","Handwritten note sent to Mr. and Mrs. Charles Cattram in Cleveland, Ohio on October 9, 1957 for a postage of 2 cents.","Gatlinburg is located at the western entrance to the Great Smoky Mountains National Park, one of the Nation's most popular National Parks.",1957,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000344_0001,0012_003786_000344_0002,,"Main Street Scene, Gatlinburg, Tenn.",Unused postcard,"Located at the Northern edge of the Great Smoky Mountain National Park, Gatlinburg is the picturesque gateway to the rugged grandeur of the ""Smokies""",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Colourpicture Publishers, Inc.",Creator,,,,,"Colourpicture Publishers, Inc.",Boston (Mass.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000345_0001,0012_003786_000345_0002,,"Street Scene - Gatlinburg, Tennessee (GS-152)","Handwritten note sent to Mrs. A. D. Mayfield in San Antonio, Texas on June 14, 1961 for a postage of 4 cents. ","Gatlinburg is located at the western entrance to the Great Smoky Mountains National Park, one of the Nation's most popular National Parks.",1961,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000346_0001,0012_003786_000346_0002,,"Street Scene - Gatlinburg, Tennessee (GS-153)",Unused postcard,"Gatlinburg is located at the western entrance to the Great Smoky Mountains National Park, one of the Nation's most popular National Parks.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000347_0001,0012_003786_000347_0002,,"Main Street, Gatlinburg, Tennessee Entrance to the Great Smoky Mountains National Park (561)","Handwritten note sent to Mr. Edward Crapsen in Corry, Pennsylvania on July 1, 1951 for a postage of 1.5 cents.",,1951,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000348_0001,0012_003786_000348_0002,,"Street Scene - Gatlinburg, Tennessee (GS-101)",Unused postcard,"Gatlinburg is located at the western entrance to the Great Smoky Mountains National Park, the Nation's most popular National Park",1956,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000349_0001,0012_003786_000349_0002,,"Springtime Scene, Gatlinburg, Tenn. Showing Dogwood Trees in Bloom on Main Street (G-9)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000350_0001,0012_003786_000350_0002,,"Main Street Looking East. Rattlesnake Ridge in Background, Gatlinburg, Tenn. (N-411)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000351_0001,0012_003786_000351_0002,,"Street Scene, Gatlinburg, Tenn. (320)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000352_0001,0012_003786_000352_0002,,"Main Street, Gatlinburg, Tennessee Entrance to the Great Smoky Mountains National Park (566)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000353_0001,0012_003786_000353_0002,,"Aerial View of Pigeon Forge, Tennessee (GS-531)",Unused postcard,"Aerial View of Pigeon Forge, Tennessee, looking North on Highway U.S. 441. It is nestled between Sevierville and Gatlinburg bordering The Great Smoky Mountains.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Ken Shockley,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000354_0001,0012_003786_000354_0002,,"Pigeon Forge, Tennessee Showing the Great Smoky Mountains in the Distance (GS-494)",Unused postcard,"At the Gateway to the Great Smoky Mountains National Park, this progressive town offers the visitor the most modern in accommodations and restaurants. The Old Mill - a land mark in Pigeon Forge - on the Little Pigeon River - may be seen at the left. Built in 1830, the Mill has been kept in continuous operation and is still grinding corn meal and other products today as it has in the past.",1969,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000355_0001,0012_003786_000355_0002,,"Water Fowls at Fort Weare - Pigeon Forge, Tenn. (1-1-452)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,Creator,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000356_0001,0012_003786_000356_0002,,"Judy Takes a Bow - Fort Weare - Pigeon Forge, Tenn. (1-1-482)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,Creator,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000357_0001,0012_003786_000357_0002,,"Feeding Deer - Fort Weare - Pigeon Forge, Tenn. (1-1-446)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,Creator,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000358_0001,0012_003786_000358_0002,,"Fort Weare Game Park - Pigeon Forge, Tenn. (1-1-463)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,Creator,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000359_0001,0012_003786_000359_0002,,"Fort Weare Game Park, Pigeon Forge, Tenn. (G-243)",Unused postcard,"The Fort Weare Game Park is located at Pigeon Forge, Tennessee on U. S. Highway 73, between Knoxville and Gatlinburg. It is situated near the original Fort Weare which was named in honor of Colonel Samuel Wear, pioneer of Tennessee and a soldier of four wars, colonial, revolution, indian and 1812. The Miller Brothers, owners of Fort Weare Game Park, invite you to visit this animal kingdom and see the finest of nature's specimens of wild life.... shown in an authentic pioneer atmosphere.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000360_0001,0012_003786_000360_0002,,Greetings from Pigeon Forge Tennessee,Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000361_0001,0012_003786_000361_0002,,A Genuine Moonshine Still (GS-173),Unused postcard,"This is a 50 gallon copper still captured in the Great Smoky Mountains region in 1957 by sheriff's deputies. May be seen at Hillbilly Village, Pigeon Forge, Tenn.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000362_0001,0012_003786_000362_0002,,"Hill-Billy Village, Pigeon Forge, Tenn.",Unused postcard,"Located on U.S. Highway 441 at the foot of the Great Smoky Mts. The largest selection of souvenirs in the Smoky Mt. area. Prices are low. Air conditioned. Free parking. Free exhibit of Hill Billy life including the moonshine still. Indian made jewelry. Moccasins, tommy hawks, bow and arrows, baskets, alligator and hand tooled bags, chenille rugs, scuffs and bedspreads. Indian and hand made Hill Billy dolls, tom toms, Mt. honey, and woven purses, towels and woven rugs. Over 10,000 items.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000363_0001,0012_003786_000363_0002,,"Hill-Billy Village, Pigeon Forge, Tenn.",Unused postcard,"Located on U.S. Highway 441 at the foot of the Great Smoky Mts. The largest selection of souvenirs in the Smoky Mt. area. Prices are low. Air conditioned. Free parking. Free exhibit of Hill Billy life including the moonshine still. Indian made jewelry. Moccasins, tommy hawks, bow and arrows, baskets, alligator and hand tooled bags, chenille rugs, scuffs and bedspreads. Indian and hand made Hill Billy dolls, tom toms, Mt. honey, and woven purses, towels and woven rugs. Over 10,000 items",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Cline Photo, Inc.",Creator,,,,,"Cline Photo, Inc.",Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000364_0001,0012_003786_000364_0002,,A Genuine Moonshine Still (GS-173),Unused postcard,"This is a 50 gallon copper still captured in the Great Smoky Mountains region in 1957 by sheriff's deputies. May be seen at Hillybilly Village, Pigeon Forge, Tenn.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000365_0001,0012_003786_000365_0002,,"Wayne's Motel Route U. S. 441, State 71 Pigeon Forge, Tennessee",Unused postcard,"25 new modern units with tile baths, tub and shower combination. Air conditioned. Electric heat. Kitchenettes. T-V. In the heart of the attractions at Pigeon Forge, at the foot of the Great Smoky Mountains. Phone Sevierville, Tenn. 2640. P. O. Pigeon Forge, Tenn. Open the year around. Mr. and Mrs. Wayne Ogle, owners and operators",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompson's Inc.,Creator,,,,,Thompson's Inc.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000366_0001,0012_003786_000366_0002,,"Marshall's Court U. S. Highway 441 Tenn. 71 Pigeon Forge, Tenn.",Unused postcard,"Marshall's Tourist Court located in the Great Smoky Mtns. 6 miles north of Gatlinburg, Tenn. on Highways U.S. 441 - State 71 location cool and shady - good eating places nearby. Close to drive-in theatre. Pigeon Forge, Tennessee. Owned & operated by Mrs. Deis Marshall.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,MWM Co.,Creator,,,,,MWM Co.,Aurora (Mo.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000367_0001,0012_003786_000367_0002,,"Wayne's Motel Route U. S. 441, State 71 Pigeon Forge, Tennessee",Unused postcard,"20 new modern units with tile baths, tub and shower combination. Air conditioned and air cooled. Electric heat. Kitchenettes. In the heart of the attractions at Pigeon Forge, at the foot of the Great Smoky Mountains. Phone Sevierville, Tenn. 2640 P. O. Pigeon Forge, Tenn. Open the year around. Mr. and Mrs. Wayne Ogle, Owner-Mgrs",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Dexter Press, Inc.",Creator,,,,,"Dexter Press, Inc.",West Nyack (N. Y.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000368_0001,0012_003786_000368_0002,,"Vacation Lodge Motel Route U. S. 441 Pigeon Forge, Tennessee",Unused postcard,"25 New modern units - Free T.V., swimming pool, tile bath tub & shower combination, air-conditioned, electric heat, kitchenettes, several adjoining restaurants. Open the year around. Gateway to Smokies. Owner - Mgrs. Mr. & Mrs. George Worsham Phone Sevierville 453-2640",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Greenway Sales Co.,Creator,,,,,Greenway Sales Co.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000369_0001,0012_003786_000369_0002,,"Ken's Valley Motor Inn (Near Gatlinburg) Pigeon Forge, Tennessee",Unused postcard,"On Highway 441 in foothills of the Smokies. 41 units. Completely new. Heated pool with slide. All color T.V. Fully air conditioned. Wall-to-wall carpet. Tile baths-combination tub and shower. Electric heat. Kitchenettes. Honeymoon and executive suits. Fire and sound proof. Near Goldrush Junction, Fairyland, Old Mill, Pigeon Forge Pottery. Write box 10 Phone (615) 453-5549",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Buckhorn Press,Creator,,,,,Buckhorn Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000370_0001,0012_003786_000370_0002,,"Valley View Motel Pigeon Forge, Tenn. Phone 453-2692",Unused postcard,"Located 150 ft. off U.S. 441 convenient to all points in the Great Smoky Mts. National Park, 20 modern units, air-conditioned completely, T.V., swimming pool, quiet & restful in a superb climate, 6 miles from Gatlinburg, several family style restaurants, near R.R.R. Bowling Lanes, drive-in-theater, 18 hole golf course, gift shops and many historical places of interest. Owners - Mr. & Mrs. Clyde L. Maples",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Greenway Sales Co.,Creator,,,,,Greenway Sales Co.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000371_0001,0012_003786_000371_0002,,"Valley View Motel Pigeon Forge, Tennessee",Unused postcard,"Located 150 feet off U.S. 441. Convenient to all points in the Great Smoky Mountains National Park. 20 modern units, air conditioned, T.V. in rooms, swimming pool. Quiet and restful in a superb climate.",1950,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000372_0001,0012_003786_000372_0002,,"Pigeon River Court Pigeon Forge, Tennessee ""Foothills of the Great Smoky Mountains National Park""",Unused postcard,"This modern air conditioned motor court with TV in rooms, is 400 feet off highway with private swimming pool and golf range in a peaceful riverside setting. A place to relax and enjoy the scenic beauties of the mountains. Ample parking space, drive-in theater and recommended restaurants nearby. On U.S. 441. Phone 453-3557, Sevierville, Tennessee. Mr. & Mrs. James Maples Owners and Operators",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompsons Commercial Photographers,Creator,,,,,Thompsons Commercial Photographers,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000373_0001,0012_003786_000373_0002,,"River Chalet Highway 441 Pigeon Forge, Tennessee 37863",Unused postcard,"Large modern rooms & apartments. Air conditioned - television - playground - swimming pool - on the river fishing - 10 min. to Gatlinburg. Mr. & Mrs. Henry Trupiano Mr. & Mrs. Wm. R. Lynch, Owners Phone: 453-5686",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000374_0001,0012_003786_000374_0002,,"Pigeon River Court Pigeon Forge, Tenn. ""Foothills of the Great Smoky Mountains National Park""",Unused postcard,"This modern motor court is equipped with electric kitchens, electric heat, cool comfort in a peaceful river-side setting. A place to relax and enjoy the scenic beauties of the Great Smoky Mountains National Park. Ample parking space, drive-in theater and recommended restaurants nearby. U. S. 441. Phone 3557, Sevierville, Tennessee. Mr. and Mrs. Dock Teague",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Dexter Press, Inc.",Creator,,,,,"Dexter Press, Inc.",West Nyack (N. Y.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
